,train,val,test
194,2019-08980-1-1-1_2019-05-28 21_41_50-lv1-56765-26949-3230-2467,,
195,2019-06-10 21_26_57-lv1-601-13179-4110-3458,,
196,1800769002_2019-06-11 13_32_47-lv1-37227-12624-3370-2527,,
197,2019-06-10 11_04_00-lv1-2580-34878-1335-1611,,
198,2019-10327-1-1-1_2019-05-28 17_55_39-lv1-39509-20348-2393-2088,,
199,D20190284802_2019-06-10 15_06_21-lv1-16310-12946-4950-3583,,
200,2019-07460-1-2-2_2019-05-29 08_55_54-lv1-40848-18265-2155-3546,,
201,2019-06-10 23_16_07-lv1-27607-18086-3487-2659,,
202,2019-06-10 22_40_10-lv1-16406-15189-4750-4593,,
203,1902369001_2019-06-11 12_30_17-lv1-22741-11885-2971-3517,,
204,1902386002_2019-06-11 12_23_22-lv1-22889-36998-6328-5024,,
205,1902386001_2019-06-11 12_18_33-lv1-35858-8812-2794-1558,,
206,2019-07506-1-5-5_2019-05-29 06_09_14-lv1-9703-21958-4456-10026,,
207,2019-06-11 00_21_41-lv1-14341-15082-3045-3438,,
208,2019-09674-1-1-1_2019-05-28 20_06_49-lv1-53513-29465-4870-3788,,
209,2019-06-04 18_07_26-lv1-29753-27577-3324-3924,,
210,2019-07460-1-2-2_2019-05-29 08_55_54-lv1-36101-18184-4447-2892,,
211,2019-10271-1-1-1_2019-05-28 18_14_37-lv1-34097-15088-2514-4255,,
212,1800769002_2019-06-11 13_32_47-lv1-36878-15878-2411-4096,,
213,2019-06-11 00_46_38-lv1-9591-8750-3967-5483,,
214,2019-05890-1-3-3_2019-05-29 04_02_08-lv1-39051-13417-5674-2541,,
215,2019-10737-1-5-5_2019-05-28 15_54_44-lv1-25060-15448-3841-2797,,
216,2019-06-10 23_55_53-lv1-22862-17266-2913-3230,,
217,2019-06-10 21_06_06-lv1-28535-558-3792-5628,,
218,2019-08320-1-1-1_2019-05-29 00_54_24-lv1-20358-20418-3500-2100,,
219,2019-06-11 00_30_22-lv1-2765-12869-5479-5033,,
220,2019-08863-1-1-1_2019-05-29 00_31_57-lv1-32806-16421-3156-2705,,
221,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-33161-13840-6341-3222,,
222,2019-07501-1-4-4_2019-05-29 07_36_59-lv1-43309-12585-7519-4764,,
223,2019-10327-1-1-1_2019-05-28 17_55_39-lv1-34492-22003-4074-4533,,
224,2019-06-11 00_36_01-lv1-3257-13245-4175-3523,,
225,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-36211-36202-4081-3539,,
226,2019-06-11 00_41_54-lv1-2389-11750-3036-2376,,
227,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-42518-23241-6676-7789,,
228,2019-06-10 22_53_48-lv1-1899-20010-4842-4492,,
229,2019-05890-1-2-2_2019-05-29 04_09_56-lv1-19180-17662-3831-3352,,
230,2019-06-04 17_59_14-lv1-844-23489-4306-6720,,
231,2019-07502-1-1-1_2019-05-29 07_14_13-lv1-45320-35367-4644-7384,,
232,2019-08241-1-1-1_2019-05-29 01_13_54-lv1-35328-31088-2673-4290,,
233,D20190284705_2019-06-10 15_10_34-lv1-15598-12648-5733-5319,,
234,D20180686301_2019-06-10 13_09_08-lv1-15727-16927-5566-6475,,
235,D20181187110_2019-06-10 11_15_43-lv1-19548-15995-2218-2032,,
236,2019-10732-1-3-3_2019-05-28 16_55_15-lv1-18831-12387-3410-8559,,
237,2019-06-10 23_05_58-lv1-17691-13669-5093-7479,,
238,2019-06-10 21_17_55-lv1-528-19804-1784-2993,,
239,2019-07506-1-6-6_2019-05-29 06_02_44-lv1-32194-35205-4849-3472,,
240,2019-12011-1-1-1_2019-05-28 14_48_57-lv1-45781-16305-2584-1562,,
241,D20180723001_2019-06-10 13_01_20-lv1-17394-12710-6236-5782,,
242,2019-06-10 23_30_43-lv1-3354-11237-5899-4448,,
243,2019-08974-1-2-2_2019-05-28 23_45_47-lv1-47903-12182-4668-8764,,
244,2019-06-10 23_09_09-lv1-19684-2487-4605-3684,,
245,2019-06-11 00_09_26-lv1-19202-16757-3010-2896,,
246,2019-06-11 00_01_56-lv1-17033-8410-4332-4842,,
247,2019-06-04 17_51_19-lv1-31593-21857-2805-5089,,
248,2019-06-11 00_58_36-lv1-820-6042-6546-12714,,
249,D20181284101_2019-06-10 10_53_49-lv1-27192-17731-4406-2579,,
250,2019-07501-1-1-1_2019-05-29 08_22_25-lv1-52486-18921-6002-9460,,
251,2019-06-11 00_38_39-lv1-673-1697-4268-2057,,
252,2019-06-10 21_36_55-lv1-20465-12834-5158-5342,,
253,2019-08886-1-1-1_2019-05-29 00_21_36-lv1-49044-5996-4707-4384,,
254,2019-06-04 18_11_40-lv1-22037-3073-4151-3552,,
255,2019-06-11 01_00_50-lv1-1956-12720-11095-7901,,
256,2019-11827-1-1-1_2019-05-28 14_14_04-lv1-37745-31126-5181-7796,,
257,2019-07806-1-1-1_2019-05-29 02_30_26-lv1-28960-10507-3578-6241,,
258,2019-06-10 23_41_58-lv1-12671-15528-4893-5285,,
259,2019-10953-1-1-1_2019-05-28 15_28_03-lv1-38103-1971-7137-9882,,
260,2019-06-10 23_55_53-lv1-18201-15836-4396-4713,,
261,2019-07501-1-3-3_2019-05-29 07_53_41-lv1-28802-27730-4306-8351,,
262,2019-06-11 00_12_04-lv1-817-10851-5819-4550,,
263,2019-09191-1-1-1_2019-05-28 21_14_56-lv1-33108-20305-4335-2207,,
264,2019-07503-1-1-1_2019-05-29 06_57_56-lv1-43783-9340-4730-4370,,
265,2019-05891-1-4-4_2019-05-29 03_22_47-lv1-36685-4784-4743-4585,,
266,2019-10728-1-1-1_2019-05-29 10_20_36-lv1-41932-8116-7680-8493,,
267,D20181047302_2019-06-10 11_38_18-lv1-2363-24324-4352-3675,,
268,2019-06-10 21_56_49-lv1-25671-5757-4260-4260,,
269,2019-06-11 00_48_57-lv1-26526-12299-2741-2793,,
270,D20180586802_2019-06-10 13_31_46-lv1-25458-17933-4214-2341,,
271,2019-05890-1-6-6_2019-05-29 03_40_51-lv1-20530-15421-6231-3147,,
272,2019-06-04 16_57_19-lv1-16146-684-3294-3198,,
273,2019-06-04 17_43_31-lv1-1946-13209-5195-5029,,
274,2019-06-10 23_33_19-lv1-20982-23329-2501-3878,,
275,2019-06-10 22_50_47-lv1-16963-1271-5614-3990,,
276,2019-06-10 22_46_35-lv1-32043-6211-5637-4958,,
277,D20170546301_2019-05-14 12_21_38-lv1-26517-31493-4149-3569,,
278,D20180498101_2019-05-14 14_58_30-lv1-29229-6658-7712-6180,,
279,18-04842A_2019-05-07 23_36_39-lv1-15051-4296-6932-6084,,
280,D201709874_2019-05-21 12_42_42-lv1-31315-17194-2766-2641,,
281,D20180177401_2019-05-14 16_20_21-lv1-32193-32343-3516-6088,,
282,2018_83220_1-1_2019-02-20 18_33_11-lv1-58151-37497-5712-3460,,
283,D201803511_2019-05-14 15_24_16-lv1-33769-25231-3062-2933,,
284,D20170568101_2019-05-14 12_34_44-lv1-32981-23308-6289-3057,,
285,2019_06193_1-1_2019-02-20 20_52_35-lv1-62184-33080-4772-3401,,
286,1900838001_2019-04-30 10_15_23-lv1-19388-22559-5824-4187,,
287,18-02791B_2019-05-07 22_25_06-lv1-14165-17366-6446-4855,,
288,2018_62532_1-1_2019-02-20 21_54_51-lv1-53445-28477-5625-5981,,
289,D20170584502_2019-05-14 12_43_57-lv1-2062-19196-6656-6404,,
290,18-03912B_2019-05-07 23_00_51-lv1-22880-10274-4876-4930,,
291,2019_05944_1-1_2019-02-20 20_42_06-lv1-32250-15753-7640-5376,,
292,18-02791B_2019-05-07 22_25_06-lv1-18872-21098-4813-3880,,
293,18-04026B_2019-05-07 23_23_28-lv1-19725-19178-5099-5978,,
294,D20180056701_2019-05-21 09_50_58-lv1-27237-28645-8099-3942,,
295,2018_74432_1-1_2019-02-21 00_38_07-lv1-43235-26503-3536-4133,,
296,2019_01246_1-1_2019-02-20 19_23_52-lv1-41847-6127-5995-4660,,
297,2019_04115_1-1_2019-02-20 20_13_37-lv1-40791-4298-4465-3509,,
298,2018_83253_1-1_2019-02-20 18_38_45-lv1-9768-30873-3832-3408,,
299,1800127001_2019-04-30 10_40_02-lv1-6628-22213-4692-4725,,
300,2019_01120_1-1_2019-02-20 19_18_16-lv1-27199-14351-3144-2966,,
301,2019_01120_1-1_2019-02-20 19_18_16-lv1-26931-18678-2999-4248,,
302,2018_70917_1-1_2019-02-20 23_55_17-lv1-40720-18654-3821-5317,,
303,18-02791B_2019-05-07 22_25_06-lv1-20335-15924-3753-2862,,
304,1800127001_2019-04-30 10_40_02-lv1-1001-22444-3989-3967,,
305,18-04026B_2019-05-07 23_23_28-lv1-13021-19782-7330-3868,,
306,2018_74432_1-1_2019-02-21 00_38_07-lv1-38682-26559-4011-3624,,
307,1901940-1_2019-04-30 10_30_47-lv1-39947-11074-3848-5785,,
308,D20170503802_2019-05-14 11_50_43-lv1-36345-35501-7085-3382,,
309,1900838001_2019-04-30 10_15_23-lv1-20231-15672-6703-7495,,
310,18_00991B_2019-05-07 21_27_54-lv1-16174-30030-3538-5736,,
311,18-09926A_2019-05-08 00_06_27-lv1-21025-9557-7081-5756,,
312,D20180056701_2019-05-21 09_50_58-lv1-27543-34059-6966-5648,,
313,2018_67378_1-1_2019-02-20 22_49_25-lv1-43770-16472-3600-3412,,
314,18-03912A_2019-05-07 22_55_07-lv1-13993-9429-2461-4154,,
315,D201711541_2019-05-21 11_28_51-lv1-35648-23452-2298-3457,,
316,D20170503802_2019-05-14 11_50_43-lv1-42069-29530-3775-4323,,
317,18-16638B_2019-05-08 02_58_19-lv1-566-16540-4876-3615,,
318,2019_07896_1-1_2019-02-20 21_18_02-lv1-8871-6172-4468-2821,,
319,D20170568101_2019-05-14 12_34_44-lv1-31812-26175-6401-3317,,
320,2018_70917_1-1_2019-02-20 23_55_17-lv1-48850-20541-3726-4842,,
321,2018_70770_1-1_2019-02-20 23_53_21-lv1-31445-3075-5089-5065,,
322,D201802734_2019-05-14 15_33_06-lv1-33260-31641-4914-4572,,
323,18-01913B_2019-05-07 22_15_41-lv1-21360-14596-8025-8764,,
324,1800127001_2019-04-30 10_40_02-lv1-4386-16301-2230-4582,,
325,D20180498101_2019-05-14 14_58_30-lv1-31412-229-5257-6451,,
326,2018_83253_1-1_2019-02-20 18_38_45-lv1-5704-19306-2964-3529,,
327,18-09530A_2019-05-07 23_50_03-lv1-34626-18358-3736-6181,,
328,2018_62532_1-1_2019-02-20 21_54_51-lv1-48484-29236-5435-5412,,
329,1901067001_2019-04-30 10_36_04-lv1-20509-14477-2904-3369,,
330,D20170546301_2019-05-14 12_21_38-lv1-31202-32184-3747-3859,,
331,D20170568101_2019-05-14 12_34_44-lv1-35797-21670-3404-1975,,
332,2019_03721_1-1_2019-02-20 19_49_57-lv1-10166-8058-6824-7989,,
333,2019_05944_1-1_2019-02-20 20_42_06-lv1-31069-20357-7018-5934,,
334,2019_01120_1-1_2019-02-20 19_18_16-lv1-23931-17039-2932-2955,,
335,D20170546301_2019-05-14 12_21_38-lv1-27588-24020-5800-7897,,
336,D20170584502_2019-05-14 12_43_57-lv1-8718-14653-7634-8076,,
337,18-09926B_2019-05-08 00_13_33-lv1-11741-24001-4020-5474,,
338,2018_73834_1-1_2019-02-21 00_16_28-lv1-45445-18002-6629-3152,,
339,2018_74969_1-1_2019-02-21 00_48_39-lv1-38647-14050-3934-3066,,
340,18-10829A_2019-05-08 00_40_37-lv1-38624-10705-5233-3289,,
341,D20170518201_2019-05-14 12_05_30-lv1-33535-33090-5096-5832,,
342,2018_75775_1-1_2019-02-21 00_58_00-lv1-24068-36921-4115-6435,,
343,2018_72876_1-1_2019-02-21 00_28_52-lv1-31774-22472-5000-4395,,
344,2018_67378_1-1_2019-02-20 22_49_25-lv1-46888-12754-2988-4306,,
345,2018_72876_1-1_2019-02-21 00_28_52-lv1-26180-22208-5407-4330,,
346,18-13575A_2019-05-08 01_48_09-lv1-21060-17798-2829-6367,,
347,18-13347A_2019-05-08 01_31_58-lv1-19772-17132-3435-7294,,
348,D201710920_2019-05-21 11_52_57-lv1-33661-31501-7087-7660,,
349,2018_83253_1-1_2019-02-20 18_38_45-lv1-5875-22018-4790-4840,,
350,18-03912B_2019-05-07 23_00_51-lv1-24683-16377-1726-1900,,
351,18-01592A_2019-05-07 21_59_18-lv1-23233-12843-3775-4395,,
352,D20180102901_2019-05-21 09_38_51-lv1-32064-28648-3839-5894,,
353,18-03912B_2019-05-07 23_00_51-lv1-27843-12739-3728-6223,,
354,18-14278B_2019-05-08 02_13_11-lv1-17874-10382-3996-6342,,
355,1901558001_2019-04-30 10_24_11-lv1-50393-31270-4213-7808,,
356,2018_68099_1-1_2019-02-20 23_21_13-lv1-7948-15919-4988-5294,,
357,18-04842A_2019-05-07 23_36_39-lv1-21930-4017-5709-5966,,
358,2019_03721_1-1_2019-02-20 19_49_57-lv1-15430-12816-2912-5396,,
359,18-01080B_2019-05-07 21_33_52-lv1-15262-19621-5715-4803,,
360,D20170951201_2019-05-14 14_41_50-lv1-36112-30930-4033-4568,,
361,2018_83220_1-1_2019-02-20 18_33_11-lv1-62292-40863-3519-3237,,
362,2018_78758_1-1_2019-02-21 01_17_57-lv1-12181-25196-6860-3083,,
363,18-16638B_2019-05-08 02_58_19-lv1-2771-11260-4929-4633,,
364,D20170362101_2019-05-14 10_54_29-lv1-36452-24059-2947-5151,,
365,2018_75775_1-1_2019-02-21 00_58_00-lv1-28469-40954-2319-2045,,
366,D20170857801_2019-05-14 14_17_15-lv1-34900-22796-4354-7054,,
367,2019_07896_1-1_2019-02-20 21_18_02-lv1-8384-9043-4423-2459,,
368,D201801775B_2019-05-14 16_11_32-lv1-32232-31796-7646-5982,,
369,18-04842B_2019-05-07 23_40_49-lv1-25280-12651-4140-4061,,
370,2019_03867_1-1_2019-02-20 20_00_32-lv1-35269-34259-4448-4137,,
371,18-01913A_2019-05-07 22_11_13-lv1-25452-16108-5989-3802,,
372,18-09530A_2019-05-07 23_50_03-lv1-30769-19045-3692-3247,,
373,D20180102901_2019-05-21 09_38_51-lv1-35281-21862-7783-5230,,
374,2019_03867_1-1_2019-02-20 20_00_32-lv1-31886-30525-3881-4663,,
375,D201802733_2019-05-14 15_48_17-lv1-29888-27054-2996-4638,,
376,2018_74432_1-1_2019-02-21 00_38_07-lv1-41854-23498-2492-3028,,
377,D20180056701_2019-05-21 09_50_58-lv1-23029-29289-3105-7538,,
378,2018_70770_1-1_2019-02-20 23_53_21-lv1-39165-4987-3338-4289,,
379,2019_05944_1-1_2019-02-20 20_42_06-lv1-39021-20282-4099-4249,,
380,2018_70917_1-1_2019-02-20 23_55_17-lv1-43711-23484-4047-4165,,
381,2019_07303_1-1_2019-02-20 20_59_23-lv1-57476-14485-5363-6246,,
382,D20170503802_2019-05-14 11_50_43-lv1-32642-35657-3496-3692,,
383,D201802734_2019-05-14 15_33_06-lv1-29696-27971-4043-6765,,
384,D20170503802_2019-05-14 11_50_43-lv1-37058-32791-5533-2813,,
385,2019_03867_1-1_2019-02-20 20_00_32-lv1-42426-15525-4353-3558,,
386,18-13575B_2019-05-08 01_53_27-lv1-15618-6850-9892-9644,,
387,D201709874_2019-05-21 12_42_42-lv1-26505-15151-4357-3590,,
388,D201711541_2019-05-21 11_28_51-lv1-32674-26736-3766-4770,,
389,18-02792B_2019-05-07 22_35_03-lv1-7933-12272-4420-4691,,
390,2018_74432_1-1_2019-02-21 00_38_07-lv1-45169-23984-2298-2121,,
391,2018_74969_1-1_2019-02-21 00_48_39-lv1-39175-17160-3764-3967,,
392,2018_67378_1-1_2019-02-20 22_49_25-lv1-40593-13366-3070-4835,,
393,1900838001_2019-04-30 10_15_23-lv1-17110-19166-3362-4373,,
394,1901558001_2019-04-30 10_24_11-lv1-54922-32041-3594-3236,,
395,18-01080B_2019-05-07 21_33_52-lv1-11930-21381-3264-4008,,
396,D20170951201_2019-05-14 14_41_50-lv1-28397-29427-7624-5334,,
397,2018_75775_1-1_2019-02-21 00_58_00-lv1-27957-36850-2866-3925,,
398,2019_03721_1-1_2019-02-20 19_49_57-lv1-17045-9179-2571-3637,,
399,D20180187901_2019-05-14 15_56_55-lv1-36171-3307-4967-5736,,
400,D201802733_2019-05-14 15_48_17-lv1-27927-31736-4219-5542,,
401,18-13575A_2019-05-08 01_48_09-lv1-24486-16942-4263-6628,,
402,D201803519_2019-05-14 15_14_44-lv1-38218-28839-3928-3522,,
403,18-01454B_2019-05-07 21_53_08-lv1-11459-21716-5502-4209,,
404,1901558001_2019-04-30 10_24_11-lv1-53781-36766-3290-3779,,
405,D20180177401_2019-05-14 16_20_21-lv1-32896-24870-5099-5407,,
406,18-09926A_2019-05-08 00_06_27-lv1-18745-15986-4843-3279,,
407,2018_68099_1-1_2019-02-20 23_21_13-lv1-12019-11071-5953-7294,,
408,D201801775B_2019-05-14 16_11_32-lv1-26744-26137-5178-7271,,
409,18-05623B_2019-05-07 23_46_22-lv1-15646-6268-4484-5107,,
410,D201803511_2019-05-14 15_24_16-lv1-39304-30239-4287-4448,,
411,D201711541_2019-05-21 11_28_51-lv1-39189-27851-3979-5553,,
412,D201803519_2019-05-14 15_14_44-lv1-33951-36629-2732-1964,,
413,2019_03867_1-1_2019-02-20 20_00_32-lv1-36172-15430-6105-5822,,
414,D201803511_2019-05-14 15_24_16-lv1-37520-25059-5405-4857,,
415,18-13575A_2019-05-08 01_48_09-lv1-17672-19213-3072-3239,,
416,D201709874_2019-05-21 12_42_42-lv1-27679-18718-4109-3578,,
417,18-01913B_2019-05-07 22_15_41-lv1-17167-18799-4908-4985,,
418,D201707227_2019-05-14 13_49_08-lv1-7570-2847-5797-5435,,
419,2019_02170_1-2_2019-02-20 19_37_17-lv1-18315-29727-7652-5581,,
420,D201802734_2019-05-14 15_33_06-lv1-34389-27289-3641-4065,,
421,D20180187901_2019-05-14 15_56_55-lv1-34347-8198-3824-5879,,
422,2019_06193_1-1_2019-02-20 20_52_35-lv1-64392-30113-4360-3423,,
423,18-03912A_2019-05-07 22_55_07-lv1-16713-11566-3121-5791,,
424,2019_03867_1-1_2019-02-20 20_00_32-lv1-45818-32740-4663-5324,,
425,D20180715202_2019-05-21 13_14_56-lv1-26524-21829-4504-4625,,
426,2018_67378_1-1_2019-02-20 22_49_25-lv1-41264-9330-5423-3812,,
427,1800127001_2019-04-30 10_40_02-lv1-7573-15422-4121-2549,,
428,2018_70770_1-1_2019-02-20 23_53_21-lv1-32477-7770-6225-5402,,
429,2018_74432_1-1_2019-02-21 00_38_07-lv1-39539-22271-2585-3425,,
430,18-04842B_2019-05-07 23_40_49-lv1-22633-15157-4325-3516,,
431,2019_01120_1-1_2019-02-20 19_18_16-lv1-30711-14987-2799-3211,,
432,D201802733_2019-05-14 15_48_17-lv1-36444-25037-3635-5520,,
433,D201801775B_2019-05-14 16_11_32-lv1-26580-33647-6698-6192,,
434,18-13347B_2019-05-08 01_37_25-lv1-18918-18855-10791-8621,,
435,18-11879A_2019-05-08 01_03_15-lv1-10471-18155-3868-2890,,
436,2019_01246_1-1_2019-02-20 19_23_52-lv1-43392-4103-4387-2023,,
437,2018_72876_1-1_2019-02-21 00_28_52-lv1-31302-18528-4395-2263,,
438,D20180187901_2019-05-14 15_56_55-lv1-30094-3670-4857-4637,,
439,18-14278B_2019-05-08 02_13_11-lv1-13964-11229-3779-5973,,
440,18-14278A_2019-05-08 02_07_39-lv1-8938-10396-3934-5758,,
